cluster_id	representative	plddt_mean	length	n_members	mmseqs_rep	selected_by	members
CLS003543	Q55DE2	73.76	756	1	Q55DE2	plddt_then_length	Q55DE2
CLS003544	Q55DH0	64.94	574	1	Q55DH0	plddt_then_length	Q55DH0
CLS003545	Q55DH8	96.01	692	1	Q55DH8	plddt_then_length	Q55DH8
CLS003546	Q55DJ8	53.50	1444	1	Q55DJ8	plddt_then_length	Q55DJ8
CLS003547	Q55DJ9	52.82	1505	1	Q55DJ9	plddt_then_length	Q55DJ9
CLS003548	Q55DK5	60.72	1337	1	Q55DK5	plddt_then_length	Q55DK5
CLS003549	Q55DT7	87.72	634	1	Q55DT7	plddt_then_length	Q55DT7
CLS003550	Q55DU7	61.07	1620	1	Q55DU7	plddt_then_length	Q55DU7
CLS003551	Q55DW4	76.64	793	1	Q55DW4	plddt_then_length	Q55DW4
CLS003552	Q55E44	45.26	1699	1	Q55E44	plddt_then_length	Q55E44
CLS003553	Q55E65	64.64	523	1	Q55E65	plddt_then_length	Q55E65
CLS003554	Q55EC7	69.25	960	1	Q55EC7	plddt_then_length	Q55EC7
CLS003555	Q55ED4	55.79	510	1	Q55ED4	plddt_then_length	Q55ED4
CLS003556	Q55EQ0	52.99	623	1	Q55EQ0	plddt_then_length	Q55EQ0
CLS003557	Q55ER0	87.31	1079	1	Q55ER0	plddt_then_length	Q55ER0
CLS003558	Q55EX6	72.43	511	1	Q55EX6	plddt_then_length	Q55EX6
CLS003559	Q55EX7	71.59	523	1	Q55EX7	plddt_then_length	Q55EX7
CLS003560	Q55EZ4	62.34	1520	1	Q55EZ4	plddt_then_length	Q55EZ4
CLS003561	Q55EZ6	79.41	540	1	Q55EZ6	plddt_then_length	Q55EZ6
CLS003562	Q55F11	77.46	551	1	Q55F11	plddt_then_length	Q55F11
CLS003563	Q55F37	45.88	1048	1	Q55F37	plddt_then_length	Q55F37
CLS003564	Q55F45	48.45	1078	1	Q55F45	plddt_then_length	Q55F45
CLS003565	Q55F95	46.60	584	1	Q55F95	plddt_then_length	Q55F95
CLS003566	Q55FB8	33.06	1272	1	Q55FB8	plddt_then_length	Q55FB8
CLS003567	Q55FD5	70.45	550	1	Q55FD5	plddt_then_length	Q55FD5
CLS003568	Q55FD6	52.00	688	1	Q55FD6	plddt_then_length	Q55FD6
CLS003569	Q55FJ0	49.21	2179	1	Q55FJ0	plddt_then_length	Q55FJ0
CLS003570	Q55FJ2	70.69	766	1	Q55FJ2	plddt_then_length	Q55FJ2
CLS003571	Q55FQ9	88.48	782	1	Q55FQ9	plddt_then_length	Q55FQ9
CLS003572	Q55FR8	91.62	519	1	Q55FR8	plddt_then_length	Q55FR8
CLS003573	Q55FS2	73.00	1105	1	Q55FS2	plddt_then_length	Q55FS2
CLS003574	Q55FT5	79.52	911	1	Q55FT5	plddt_then_length	Q55FT5
CLS003575	Q55FT8	63.77	729	1	Q55FT8	plddt_then_length	Q55FT8
CLS003576	Q55FW8	65.33	1087	1	Q55FW8	plddt_then_length	Q55FW8
CLS003577	Q55G20	64.56	712	1	Q55G20	plddt_then_length	Q55G20
CLS003578	Q55G34	51.89	1432	1	Q55G34	plddt_then_length	Q55G34
CLS003579	Q55G45	80.42	658	1	Q55G45	plddt_then_length	Q55G45
CLS003580	Q55G81	84.94	776	1	Q55G81	plddt_then_length	Q55G81
CLS003581	Q55G83	68.44	689	1	Q55G83	plddt_then_length	Q55G83
CLS003582	Q55GA4	84.25	644	1	Q55GA4	plddt_then_length	Q55GA4
CLS003583	Q55GC2	65.82	1142	1	Q55GC2	plddt_then_length	Q55GC2
CLS003584	Q55GD5	61.95	509	1	Q55GD5	plddt_then_length	Q55GD5
CLS003585	Q55GG1	90.55	530	1	Q55GG1	plddt_then_length	Q55GG1
CLS003586	Q55GG6	62.70	514	1	Q55GG6	plddt_then_length	Q55GG6
CLS003587	Q55GH4	75.17	878	1	Q55GH4	plddt_then_length	Q55GH4
CLS003588	Q55GJ3	58.96	923	1	Q55GJ3	plddt_then_length	Q55GJ3
CLS003589	Q55GK3	52.49	669	1	Q55GK3	plddt_then_length	Q55GK3
CLS003590	Q55GN6	61.53	719	1	Q55GN6	plddt_then_length	Q55GN6
CLS003591	Q55GP8	60.58	684	1	Q55GP8	plddt_then_length	Q55GP8
CLS003592	Q55GR7	57.50	1185	1	Q55GR7	plddt_then_length	Q55GR7
CLS003593	Q55GS3	70.21	607	1	Q55GS3	plddt_then_length	Q55GS3
CLS003594	Q55GU0	53.54	916	1	Q55GU0	plddt_then_length	Q55GU0
CLS003595	Q55GU9	72.64	1260	1	Q55GU9	plddt_then_length	Q55GU9
CLS003596	Q55GV9	74.65	686	1	Q55GV9	plddt_then_length	Q55GV9
CLS003597	Q56078	96.17	765	1	Q56078	plddt_then_length	Q56078
CLS003598	Q56019	51.72	593	2	Q56134	plddt_then_length	Q56019;Q56134
CLS003599	Q561M0	74.40	827	2	Q561M0	plddt_then_length	Q28FH2;Q561M0
CLS003600	Q561R1	56.48	518	1	Q561R1	plddt_then_length	Q561R1
CLS003601	Q56215	92.84	811	2	Q56215	plddt_then_length	Q56215;Q56239
CLS003602	Q562C7	85.20	647	1	Q562C7	plddt_then_length	Q562C7
CLS003603	Q562E2	66.28	927	1	Q562E2	plddt_then_length	Q562E2
CLS003604	Q562F6	42.67	1265	1	Q562F6	plddt_then_length	Q562F6
CLS003605	Q56310	78.27	671	1	Q56310	plddt_then_length	Q56310
CLS003606	Q56336	73.31	678	1	Q56336	plddt_then_length	Q56336
CLS003607	Q56338	84.87	707	1	Q56338	plddt_then_length	Q56338
CLS003608	Q56366	92.21	775	1	Q56366	plddt_then_length	Q56366
CLS003609	Q564K3	61.02	671	1	Q564K3	plddt_then_length	Q564K3
CLS003610	Q56660	95.60	546	1	Q56660	plddt_then_length	Q56660
CLS003611	Q56694	96.67	510	1	Q56694	plddt_then_length	Q56694
CLS003612	Q566H4	89.07	697	2	Q566H4	plddt_then_length	Q566H4;Q6PGF3
CLS003613	Q566I1	54.25	812	1	Q566I1	plddt_then_length	Q566I1
CLS003614	Q566I3	86.43	646	1	Q566I3	plddt_then_length	Q566I3
CLS003615	Q56705	85.31	670	1	Q56705	plddt_then_length	Q56705
CLS003616	Q567X9	79.51	539	1	Q567X9	plddt_then_length	Q567X9
CLS003617	Q56878	94.71	550	2	Q56878	plddt_then_length	Q56878;Q9RN37
CLS003618	Q568E2	50.91	607	1	Q568E2	plddt_then_length	Q568E2
CLS003619	Q568R1	64.96	516	1	Q568R1	plddt_then_length	Q568R1
CLS003620	Q8K1H7	80.80	517	2	Q568Z0	plddt_then_length	Q568Z0;Q8K1H7
CLS003621	Q56974	81.16	607	1	Q56974	plddt_then_length	Q56974
CLS003622	Q56983	85.41	837	1	Q56983	plddt_then_length	Q56983
CLS003623	Q56989	91.49	676	1	Q56989	plddt_then_length	Q56989
CLS003624	Q569C3	60.67	784	1	Q569C3	plddt_then_length	Q569C3
CLS003625	Q6P3E7	90.50	666	2	Q569C4	plddt_then_length	Q569C4;Q6P3E7
CLS003626	Q569E7	64.10	569	1	Q569E7	plddt_then_length	Q569E7
CLS003627	Q9HC77	55.55	1338	2	Q569L8	plddt_then_length	Q569L8;Q9HC77
CLS003628	Q9EPK7	87.61	1087	4	Q569Z2	plddt_then_length	Q569Z2;Q5R9G4;Q704U0;Q9EPK7
CLS003629	Q8N394	90.30	836	3	Q56A06	plddt_then_length	Q56A06;Q6DCD5;Q8N394
CLS003630	Q56A40	76.61	941	1	Q56A40	plddt_then_length	Q56A40
CLS003631	Q7YKQ2	62.17	509	14	Q56B59	plddt_then_length	Q56B59;Q5I6K1;Q5I6K6;Q70D40;Q7YKL5;Q7YKQ2;Q8SE90;Q8SEL8;Q8SM20;Q8SM90;Q95ED9;Q95EE0;Q95EE5;Q9TIR3
CLS003632	Q56R14	61.45	1091	2	Q56R14	plddt_then_length	Q56R14;Q99PP7
CLS003633	Q60960	86.43	538	3	Q56R16	plddt_then_length	Q503E9;Q56R16;Q60960
CLS003634	Q56RZ1	89.26	533	1	Q56RZ1	plddt_then_length	Q56RZ1
CLS003635	Q56WF8	84.42	510	1	Q56WF8	plddt_then_length	Q56WF8
CLS003636	Q56X46	63.68	673	1	Q56X46	plddt_then_length	Q56X46
CLS003637	Q56XZ1	77.24	668	1	Q56XZ1	plddt_then_length	Q56XZ1
CLS003638	Q5JK52	75.23	532	2	Q56YN3	plddt_then_length	Q56YN3;Q5JK52
CLS003639	Q56YN8	82.52	1204	1	Q56YN8	plddt_then_length	Q56YN8
CLS003640	Q57081	57.44	599	1	Q57081	plddt_then_length	Q57081
CLS003641	Q571B6	73.38	793	1	Q571B6	plddt_then_length	Q571B6
CLS003642	Q571E4	95.84	520	2	Q571E4	plddt_then_length	Q32KH5;Q571E4
CLS003643	Q2L4Q9	86.47	553	2	Q571E5	plddt_then_length	Q2L4Q9;Q571E5
CLS003644	Q9UI32	85.45	602	2	Q571F8	plddt_then_length	Q571F8;Q9UI32
CLS003645	Q641Z1	53.66	749	2	Q571G4	plddt_then_length	Q571G4;Q641Z1
CLS003646	Q57252	93.54	1027	1	Q57252	plddt_then_length	Q57252
CLS003647	Q57321	85.73	531	1	Q57321	plddt_then_length	Q57321
CLS003648	Q57362	81.14	1111	1	Q57362	plddt_then_length	Q57362
CLS003649	Q57523	85.42	1298	1	Q57523	plddt_then_length	Q57523
CLS003650	Q57568	91.39	663	1	Q57568	plddt_then_length	Q57568
CLS003651	Q57571	94.58	525	1	Q57571	plddt_then_length	Q57571
CLS003652	Q57616	88.10	748	1	Q57616	plddt_then_length	Q57616
CLS003653	Q57635	92.85	573	3	Q57635	plddt_then_length	Q57635;Q6LYM1;Q74M64
CLS003654	Q57675	86.28	695	1	Q57675	plddt_then_length	Q57675
CLS003655	Q57710	84.69	1155	1	Q57710	plddt_then_length	Q57710
CLS003656	Q57775	71.32	616	1	Q57775	plddt_then_length	Q57775
CLS003657	Q57776	89.65	549	1	Q57776	plddt_then_length	Q57776
CLS003658	Q57789	56.51	849	1	Q57789	plddt_then_length	Q57789
CLS003659	Q57794	47.45	795	1	Q57794	plddt_then_length	Q57794
CLS003660	Q8FW84	93.91	615	3	Q577X5	plddt_then_length	Q2YKJ5;Q577X5;Q8FW84
CLS003661	Q57809	86.38	759	1	Q57809	plddt_then_length	Q57809
CLS003662	Q57828	82.55	614	1	Q57828	plddt_then_length	Q57828
CLS003663	Q57852	77.83	692	1	Q57852	plddt_then_length	Q57852
CLS003664	Q57959	94.76	530	1	Q57959	plddt_then_length	Q57959
CLS003665	Q57986	87.05	668	1	Q57986	plddt_then_length	Q57986
CLS003666	Q579E8	96.27	511	4	Q579E8	plddt_then_length	Q579E8;Q6G3U8;Q8FVB4;Q9KWE4
CLS003667	Q8FV99	96.97	518	4	Q579G4	plddt_then_length	Q2YLB4;Q579G4;Q8FV99;Q8YD27
CLS003668	Q57C89	89.46	719	2	Q57C89	plddt_then_length	Q57C89;Q8YI56
CLS003669	Q8ZL42	89.99	561	4	Q57I94	plddt_then_length	Q3YW09;Q57I94;Q8FC83;Q8ZL42
CLS003670	Q83PW3	81.02	773	3	Q57IW8	plddt_then_length	Q57IW8;Q5PLZ1;Q83PW3
CLS003671	Q8ZNT5	88.06	570	8	Q57N14	plddt_then_length	Q32HJ0;Q3Z0N3;Q57N14;Q5PLI4;Q83KM9;Q8FGJ7;Q8Z5R0;Q8ZNT5
CLS003672	Q57UZ7	56.23	550	1	Q57UZ7	plddt_then_length	Q57UZ7
CLS003673	Q57VU6	76.33	693	1	Q57VU6	plddt_then_length	Q57VU6
CLS003674	Q57VW6	73.88	547	1	Q57VW6	plddt_then_length	Q57VW6
CLS003675	Q57WH1	74.55	1760	1	Q57WH1	plddt_then_length	Q57WH1
CLS003676	Q58051	95.00	620	1	Q58051	plddt_then_length	Q58051
CLS003677	Q580W5	73.24	938	1	Q580W5	plddt_then_length	Q580W5
CLS003678	Q580X6	63.29	928	1	Q580X6	plddt_then_length	Q580X6
CLS003679	Q58129	91.38	600	1	Q58129	plddt_then_length	Q58129
CLS003680	Q58138	96.41	624	1	Q58138	plddt_then_length	Q58138
CLS003681	Q58191	82.80	721	1	Q58191	plddt_then_length	Q58191
CLS003682	Q58192	78.96	673	1	Q58192	plddt_then_length	Q58192
CLS003683	Q58242	82.42	1750	1	Q58242	plddt_then_length	Q58242
CLS003684	Q58280	94.42	620	1	Q58280	plddt_then_length	Q58280
CLS003685	Q58285	88.91	748	1	Q58285	plddt_then_length	Q58285
CLS003686	Q58294	79.35	516	1	Q58294	plddt_then_length	Q58294
CLS003687	Q58295	79.40	1634	1	Q58295	plddt_then_length	Q58295
CLS003688	Q58310	91.82	551	1	Q58310	plddt_then_length	Q58310
CLS003689	Q58311	88.75	562	1	Q58311	plddt_then_length	Q58311
CLS003690	Q58313	87.09	643	1	Q58313	plddt_then_length	Q58313
CLS003691	Q58318	94.32	1232	1	Q58318	plddt_then_length	Q58318
CLS003692	Q58352	91.45	651	1	Q58352	plddt_then_length	Q58352
CLS003693	Q58371	83.77	762	1	Q58371	plddt_then_length	Q58371
CLS003694	Q58373	96.21	563	1	Q58373	plddt_then_length	Q58373
CLS003695	Q58374	92.44	680	1	Q58374	plddt_then_length	Q58374
CLS003696	Q58405	90.52	542	1	Q58405	plddt_then_length	Q58405
CLS003697	Q58424	94.14	524	1	Q58424	plddt_then_length	Q58424
CLS003698	Q58434	90.53	660	1	Q58434	plddt_then_length	Q58434
CLS003699	Q58454	86.62	895	1	Q58454	plddt_then_length	Q58454
CLS003700	Q58458	91.83	609	1	Q58458	plddt_then_length	Q58458
CLS003701	Q58460	84.55	537	1	Q58460	plddt_then_length	Q58460
CLS003702	Q58485	89.09	509	1	Q58485	plddt_then_length	Q58485
CLS003703	Q58516	89.99	541	1	Q58516	plddt_then_length	Q58516
CLS003704	Q58536	91.71	541	1	Q58536	plddt_then_length	Q58536
CLS003705	Q7KN62	84.18	801	6	Q58556	plddt_then_length	Q58556;Q5AWS6;Q7KN62;Q9LZF6;Q9P3A7;Q9SCN8
CLS003706	Q58569	98.23	567	1	Q58569	plddt_then_length	Q58569
CLS003707	Q58585	96.73	622	1	Q58585	plddt_then_length	Q58585
CLS003708	Q58598	90.49	761	1	Q58598	plddt_then_length	Q58598
CLS003709	Q585H6	69.71	1692	1	Q585H6	plddt_then_length	Q585H6
CLS003710	Q58633	92.57	634	1	Q58633	plddt_then_length	Q58633
CLS003711	Q58677	67.70	1048	1	Q58677	plddt_then_length	Q58677
CLS003712	Q58682	83.02	595	1	Q58682	plddt_then_length	Q58682
CLS003713	Q58688	62.59	552	1	Q58688	plddt_then_length	Q58688
CLS003714	Q58714	87.58	602	1	Q58714	plddt_then_length	Q58714
CLS003715	Q58718	83.53	1005	1	Q58718	plddt_then_length	Q58718
CLS003716	Q58746	94.87	510	1	Q58746	plddt_then_length	Q58746
CLS003717	Q58776	92.93	618	1	Q58776	plddt_then_length	Q58776
CLS003718	Q58788	85.28	608	1	Q58788	plddt_then_length	Q58788
CLS003719	Q58789	84.78	987	1	Q58789	plddt_then_length	Q58789
CLS003720	Q587J7	73.08	1177	1	Q587J7	plddt_then_length	Q587J7
CLS003721	Q58823	92.07	567	1	Q58823	plddt_then_length	Q58823
CLS003722	Q58836	91.51	1226	1	Q58836	plddt_then_length	Q58836
CLS003723	Q58843	91.33	530	1	Q58843	plddt_then_length	Q58843
CLS003724	Q58854	95.49	556	1	Q58854	plddt_then_length	Q58854
CLS003725	Q58865	82.68	624	1	Q58865	plddt_then_length	Q58865
CLS003726	Q588U8	64.83	574	1	Q588U8	plddt_then_length	Q588U8
CLS003727	Q588V7	65.58	2154	1	Q588V7	plddt_then_length	Q588V7
CLS003728	Q58914	82.87	1175	1	Q58914	plddt_then_length	Q58914
CLS003729	Q58928	84.52	642	1	Q58928	plddt_then_length	Q58928
CLS003730	Q58956	88.89	553	1	Q58956	plddt_then_length	Q58956
CLS003731	Q58972	89.45	598	1	Q58972	plddt_then_length	Q58972
CLS003732	Q33C47	83.11	681	14	Q589B9	plddt_then_length	Q2MIA9;Q2MIJ6;Q2VEI5;Q33C47;Q4VZP2;Q56P12;Q589B9;Q6ENI3;Q6ENX2;Q6EW57;Q6L3A6;Q85WS8;Q8HVY4;Q8S8Y0
CLS003733	Q58A42	90.35	616	1	Q58A42	plddt_then_length	Q58A42
CLS003734	Q58CP9	67.73	683	1	Q58CP9	plddt_then_length	Q58CP9
CLS003735	Q6PDE8	82.77	519	2	Q58CT4	plddt_then_length	Q58CT4;Q6PDE8
CLS003736	Q9BYF1	90.57	805	4	Q58DD0	plddt_then_length	Q56H28;Q56NL1;Q58DD0;Q9BYF1
CLS003737	Q58DK7	62.32	550	1	Q58DK7	plddt_then_length	Q58DK7
CLS003738	Q58EG3	71.68	574	1	Q58EG3	plddt_then_length	Q58EG3
CLS003739	Q58EK5	70.82	1175	1	Q58EK5	plddt_then_length	Q58EK5
CLS003740	Q58EX7	68.30	1191	1	Q58EX7	plddt_then_length	Q58EX7
CLS003741	Q58F21	61.83	947	1	Q58F21	plddt_then_length	Q58F21
CLS003742	Q58FA4	53.19	860	1	Q58FA4	plddt_then_length	Q58FA4
CLS003743	Q58G59	67.31	1363	1	Q58G59	plddt_then_length	Q58G59
CLS003744	Q58HI1	63.37	1012	1	Q58HI1	plddt_then_length	Q58HI1
CLS003745	Q58P69	82.58	783	1	Q58P69	plddt_then_length	Q58P69
CLS003746	Q58Y74	56.03	825	1	Q58Y74	plddt_then_length	Q58Y74
CLS003747	Q58Y75	78.29	991	1	Q58Y75	plddt_then_length	Q58Y75
CLS003748	Q59001	94.22	521	1	Q59001	plddt_then_length	Q59001
CLS003749	Q59017	91.64	512	1	Q59017	plddt_then_length	Q59017
CLS003750	Q59019	83.83	765	1	Q59019	plddt_then_length	Q59019
CLS003751	Q59020	92.01	671	1	Q59020	plddt_then_length	Q59020
CLS003752	Q59037	83.67	1169	1	Q59037	plddt_then_length	Q59037
CLS003753	Q59046	91.20	761	1	Q59046	plddt_then_length	Q59046
CLS003754	Q59068	93.44	634	1	Q59068	plddt_then_length	Q59068
CLS003755	Q59086	94.27	809	1	Q59086	plddt_then_length	Q59086
CLS003756	Q59118	91.41	684	1	Q59118	plddt_then_length	Q59118
CLS003757	Q59146	89.23	548	1	Q59146	plddt_then_length	Q59146
CLS003758	Q59207	82.13	730	1	Q59207	plddt_then_length	Q59207
CLS003759	Q59219	95.59	514	1	Q59219	plddt_then_length	Q59219
CLS003760	Q59223	91.31	546	1	Q59223	plddt_then_length	Q59223
CLS003761	Q59268	91.06	614	1	Q59268	plddt_then_length	Q59268
CLS003762	Q59289	94.66	659	1	Q59289	plddt_then_length	Q59289
CLS003763	Q59292	89.64	515	1	Q59292	plddt_then_length	Q59292
CLS003764	Q59327	85.47	530	1	Q59327	plddt_then_length	Q59327
CLS003765	Q593B6	83.29	1459	2	Q593B6	plddt_then_length	Q58L91;Q593B6
CLS003766	Q9ZFK1	89.66	634	2	Q59526	plddt_then_length	Q59526;Q9ZFK1
CLS003767	Q595W7	80.56	590	1	Q595W7	plddt_then_length	Q595W7
CLS003768	Q89AR0	95.14	887	3	Q59637	plddt_then_length	Q59637;Q89AR0;Q8NNF6
CLS003769	Q59674	81.27	661	1	Q59674	plddt_then_length	Q59674
CLS003770	Q59675	87.98	606	1	Q59675	plddt_then_length	Q59675
CLS003771	Q59676	95.38	618	1	Q59676	plddt_then_length	Q59676
CLS003772	Q59119	84.90	843	3	Q59685	plddt_then_length	Q59119;Q59685;Q8XAP1
CLS003773	Q59757	91.03	936	1	Q59757	plddt_then_length	Q59757
CLS003774	Q6AEU4	95.65	733	6	Q59833	plddt_then_length	Q47SE7;Q59833;Q5NHN4;Q6AEU4;Q82JF0;Q8XK15
CLS003775	Q59905	97.65	537	1	Q59905	plddt_then_length	Q59905
CLS003776	Q59934	94.61	775	1	Q59934	plddt_then_length	Q59934
CLS003777	Q59938	94.42	888	1	Q59938	plddt_then_length	Q59938
CLS003778	Q59961	86.72	647	1	Q59961	plddt_then_length	Q59961
CLS003779	Q59979	79.12	822	1	Q59979	plddt_then_length	Q59979
CLS003780	Q59A32	92.17	1010	1	Q59A32	plddt_then_length	Q59A32
CLS003781	Q59E36	58.26	590	1	Q59E36	plddt_then_length	Q59E36
CLS003782	Q59E55	60.45	625	1	Q59E55	plddt_then_length	Q59E55
CLS003783	Q59HJ6	76.47	961	2	Q59HJ6	plddt_then_length	Q59HJ6;Q7KUT2
CLS003784	Q59KI4	65.75	1387	2	Q59KI4	plddt_then_length	Q59KI4;Q6ZPV2
CLS003785	Q59KZ1	90.71	924	1	Q59KZ1	plddt_then_length	Q59KZ1
CLS003786	Q59LU0	79.74	562	1	Q59LU0	plddt_then_length	Q59LU0
CLS003787	Q59MA9	80.30	1363	1	Q59MA9	plddt_then_length	Q59MA9
CLS003788	Q59MF9	68.36	771	1	Q59MF9	plddt_then_length	Q59MF9
CLS003789	Q59MJ1	86.38	710	1	Q59MJ1	plddt_then_length	Q59MJ1
CLS003790	Q757R0	93.49	568	7	Q59MN0	plddt_then_length	Q2U5T5;Q59MN0;Q6BTZ4;Q6CX49;Q6FJV1;Q757R0;Q7RXW1
CLS003791	Q1DLP2	76.77	1251	5	Q59MQ0	plddt_then_length	Q1DLP2;Q59MQ0;Q6BUQ2;Q6CVE9;Q758Q9
CLS003792	Q59N20	49.82	638	1	Q59N20	plddt_then_length	Q59N20
CLS003793	Q6BSM3	82.99	614	2	Q59N29	plddt_then_length	Q59N29;Q6BSM3
CLS003794	Q59NB8	96.14	623	1	Q59NB8	plddt_then_length	Q59NB8
CLS003795	Q59NG5	76.17	614	1	Q59NG5	plddt_then_length	Q59NG5
CLS003796	Q59NH8	77.17	542	1	Q59NH8	plddt_then_length	Q59NH8
CLS003797	Q59NW5	69.54	1263	1	Q59NW5	plddt_then_length	Q59NW5
CLS003798	Q59NX5	71.85	787	1	Q59NX5	plddt_then_length	Q59NX5
CLS003799	Q59P39	51.12	720	1	Q59P39	plddt_then_length	Q59P39
CLS003800	Q59PL9	79.29	930	1	Q59PL9	plddt_then_length	Q59PL9
CLS003801	Q59PT0	86.63	512	1	Q59PT0	plddt_then_length	Q59PT0
CLS003802	W0TA05	90.60	606	4	Q59PZ3	plddt_then_length	Q59PZ3;Q6BGV9;Q6CXW3;W0TA05
CLS003803	Q59QA5	31.97	734	1	Q59QA5	plddt_then_length	Q59QA5
CLS003804	Q59QL0	73.87	514	1	Q59QL0	plddt_then_length	Q59QL0
CLS003805	Q59RA0	69.77	769	1	Q59RA0	plddt_then_length	Q59RA0
CLS003806	Q59RF7	88.09	837	1	Q59RF7	plddt_then_length	Q59RF7
CLS003807	Q59RG0	81.17	581	1	Q59RG0	plddt_then_length	Q59RG0
CLS003808	Q59RL7	66.26	853	1	Q59RL7	plddt_then_length	Q59RL7
CLS003809	Q59S45	81.39	602	1	Q59S45	plddt_then_length	Q59S45
CLS003810	Q59S50	76.98	727	2	Q59S50	plddt_then_length	Q59S50;Q6BKH3
CLS003811	Q59S59	80.50	555	1	Q59S59	plddt_then_length	Q59S59
CLS003812	Q6CC39	81.29	528	3	Q59S63	plddt_then_length	Q59S63;Q6CC39;Q6CWQ8
CLS003813	Q59S66	64.02	528	1	Q59S66	plddt_then_length	Q59S66
CLS003814	Q59SG9	35.22	1404	1	Q59SG9	plddt_then_length	Q59SG9
CLS003815	Q59SN6	42.77	517	1	Q59SN6	plddt_then_length	Q59SN6
CLS003816	Q59SR6	54.51	638	1	Q59SR6	plddt_then_length	Q59SR6
CLS003817	Q59SU1	71.58	544	1	Q59SU1	plddt_then_length	Q59SU1
CLS003818	Q59U10	46.14	740	1	Q59U10	plddt_then_length	Q59U10
CLS003819	Q59U11	79.73	686	1	Q59U11	plddt_then_length	Q59U11
CLS003820	Q59UH7	76.85	580	1	Q59UH7	plddt_then_length	Q59UH7
CLS003821	Q59UY7	70.08	917	2	Q59UY7	plddt_then_length	Q59UY7;Q74Z37
CLS003822	Q59V88	65.85	851	1	Q59V88	plddt_then_length	Q59V88
CLS003823	Q59VH7	70.31	588	1	Q59VH7	plddt_then_length	Q59VH7
CLS003824	Q59VM4	55.72	536	1	Q59VM4	plddt_then_length	Q59VM4
CLS003825	Q6FLA4	80.61	805	3	Q59VP7	plddt_then_length	Q59VP7;Q6CIH3;Q6FLA4
CLS003826	Q59VQ8	62.73	947	1	Q59VQ8	plddt_then_length	Q59VQ8
CLS003827	Q59VR1	51.50	578	1	Q59VR1	plddt_then_length	Q59VR1
CLS003828	Q59VW6	78.56	641	1	Q59VW6	plddt_then_length	Q59VW6
CLS003829	Q59VX8	65.14	670	1	Q59VX8	plddt_then_length	Q59VX8
CLS003830	Q59W55	76.52	623	1	Q59W55	plddt_then_length	Q59W55
CLS003831	Q59W62	54.99	1349	1	Q59W62	plddt_then_length	Q59W62
CLS003832	Q59WF4	87.51	597	1	Q59WF4	plddt_then_length	Q59WF4
CLS003833	Q59X38	78.77	587	1	Q59X38	plddt_then_length	Q59X38
CLS003834	Q59X67	55.25	550	1	Q59X67	plddt_then_length	Q59X67
CLS003835	Q59XB0	62.84	714	1	Q59XB0	plddt_then_length	Q59XB0
CLS003836	Q59XM0	71.96	697	1	Q59XM0	plddt_then_length	Q59XM0
CLS003837	Q59XP0	63.62	530	1	Q59XP0	plddt_then_length	Q59XP0
CLS003838	Q59XV0	69.99	844	1	Q59XV0	plddt_then_length	Q59XV0
CLS003839	Q59XY0	75.55	648	1	Q59XY0	plddt_then_length	Q59XY0
CLS003840	Q59Y20	62.26	724	1	Q59Y20	plddt_then_length	Q59Y20
CLS003841	Q59Y31	61.69	533	1	Q59Y31	plddt_then_length	Q59Y31
CLS003842	Q59YS7	90.72	685	1	Q59YS7	plddt_then_length	Q59YS7
CLS003843	Q59ZC8	57.98	1152	1	Q59ZC8	plddt_then_length	Q59ZC8
CLS003844	Q59ZW2	78.78	866	1	Q59ZW2	plddt_then_length	Q59ZW2
CLS003845	Q59ZX6	79.02	1818	1	Q59ZX6	plddt_then_length	Q59ZX6
CLS003846	Q59ZZ6	81.85	628	1	Q59ZZ6	plddt_then_length	Q59ZZ6
CLS003847	Q5A044	73.91	567	1	Q5A044	plddt_then_length	Q5A044
CLS003848	Q5A0E2	87.32	1025	1	Q5A0E2	plddt_then_length	Q5A0E2
CLS003849	Q5A0J0	83.64	1189	1	Q5A0J0	plddt_then_length	Q5A0J0
CLS003850	Q5A246	87.97	595	2	Q5A246	plddt_then_length	Q5A246;Q6BQ18
CLS003851	Q5A287	52.84	805	1	Q5A287	plddt_then_length	Q5A287
CLS003852	Q5A2B9	60.49	751	1	Q5A2B9	plddt_then_length	Q5A2B9
CLS003853	Q5A2J7	83.46	675	1	Q5A2J7	plddt_then_length	Q5A2J7
CLS003854	Q5A2V2	80.71	613	1	Q5A2V2	plddt_then_length	Q5A2V2
CLS003855	Q5A309	76.49	1343	1	Q5A309	plddt_then_length	Q5A309
CLS003856	Q5A310	75.94	1056	1	Q5A310	plddt_then_length	Q5A310
CLS003857	Q5A368	69.60	1386	1	Q5A368	plddt_then_length	Q5A368
CLS003858	Q5A432	48.42	688	1	Q5A432	plddt_then_length	Q5A432
CLS003859	Q5A446	83.98	760	1	Q5A446	plddt_then_length	Q5A446
CLS003860	Q5A4G2	68.29	1108	1	Q5A4G2	plddt_then_length	Q5A4G2
CLS003861	Q5A4K7	45.09	988	1	Q5A4K7	plddt_then_length	Q5A4K7
CLS003862	Q5A4N0	77.45	597	1	Q5A4N0	plddt_then_length	Q5A4N0
CLS003863	Q5A4X0	79.46	681	1	Q5A4X0	plddt_then_length	Q5A4X0
CLS003864	Q5A4X5	65.76	559	1	Q5A4X5	plddt_then_length	Q5A4X5
