uniprot	cluster_id	representative
Q9HUJ2	CLS002600	Q7MT71
Q9KVS8	CLS002600	Q7MT71
Q9L9I7	CLS002600	Q7MT71
Q9PC93	CLS002600	Q7MT71
Q3BSP7	CLS002601	Q3BSP7
Q4FVS5	CLS002601	Q3BSP7
Q5H0S2	CLS002601	Q3BSP7
Q7UFS3	CLS002601	Q3BSP7
Q87BK6	CLS002601	Q3BSP7
Q8P8Q6	CLS002601	Q3BSP7
Q9PAR6	CLS002601	Q3BSP7
Q4FZC9	CLS002602	Q6ZMZ3
Q6ZMZ3	CLS002602	Q6ZMZ3
Q4FZU4	CLS002603	Q4FZU4
Q6UY14	CLS002603	Q4FZU4
Q80T21	CLS002603	Q4FZU4
Q29444	CLS002604	Q4FZV0
Q4FZV0	CLS002604	Q4FZV0
Q8K2I4	CLS002604	Q4FZV0
Q4G0T1	CLS002605	Q4G0T1
Q4G0U5	CLS002606	Q4G0U5
Q4G0Z9	CLS002607	Q4G0Z9
Q5XI14	CLS002607	Q4G0Z9
Q4G112	CLS002608	Q4G112
Q4G3A5	CLS002609	Q4G3A5
Q4G3A6	CLS002610	Q4G3A6
Q4GZT4	CLS002611	Q4GZT4
Q4H186	CLS002612	Q8WHM6
Q4H192	CLS002612	Q8WHM6
Q4H195	CLS002612	Q8WHM6
Q52TG9	CLS002612	Q8WHM6
Q52ZT5	CLS002612	Q8WHM6
Q52ZX4	CLS002612	Q8WHM6
Q7YM28	CLS002612	Q8WHM6
Q7YMX0	CLS002612	Q8WHM6
Q7YMX3	CLS002612	Q8WHM6
Q85WL0	CLS002612	Q8WHM6
Q8GV94	CLS002612	Q8WHM6
Q8GVA0	CLS002612	Q8WHM6
Q8GVB5	CLS002612	Q8WHM6
Q8SM04	CLS002612	Q8WHM6
Q8SM14	CLS002612	Q8WHM6
Q8WHL4	CLS002612	Q8WHM6
Q8WHL6	CLS002612	Q8WHM6
Q8WHL7	CLS002612	Q8WHM6
Q8WHM0	CLS002612	Q8WHM6
Q8WHM4	CLS002612	Q8WHM6
Q8WHM6	CLS002612	Q8WHM6
Q8WHM7	CLS002612	Q8WHM6
Q4H3K6	CLS002613	Q91285
Q91285	CLS002613	Q91285
Q95YM9	CLS002613	Q91285
Q4H3P5	CLS002614	Q4H3P5
Q62431	CLS002614	Q4H3P5
Q4H4B6	CLS002615	Q4H4B6
Q4H4F7	CLS002616	Q4H4F7
Q1E1R7	CLS002617	Q4HVW2
Q4HVW2	CLS002617	Q4HVW2
Q4HY90	CLS002618	Q4HY90
Q870Q1	CLS002618	Q4HY90
Q4HZE0	CLS002619	Q4HZE0
Q7SA35	CLS002619	Q4HZE0
Q4HZQ1	CLS002620	Q4HZQ1
Q4I061	CLS002621	Q4I061
Q4I1J3	CLS002622	Q4I1J3
Q4I1M9	CLS002623	Q4I1M9
Q4I1Q6	CLS002624	Q4I1Q6
Q4I5G1	CLS002625	Q4I5G1
Q7S5E7	CLS002625	Q4I5G1
Q4I5M4	CLS002626	Q4I5M4
Q4I5R3	CLS002627	Q4I5R3
Q4I5U9	CLS002628	Q4I5U9
Q4I785	CLS002629	Q4I785
Q4I7F9	CLS002630	Q4I7F9
Q4WPE9	CLS002630	Q4I7F9
Q2UQI6	CLS002631	Q4I830
Q4I830	CLS002631	Q4I830
Q4IEA7	CLS002632	Q4IEA7
Q2H1Q1	CLS002633	Q2H1Q1
Q4IFH8	CLS002633	Q2H1Q1
Q2UFL0	CLS002634	Q2UFL0
Q4IJ56	CLS002634	Q2UFL0
Q4X0C2	CLS002634	Q2UFL0
Q7S6F3	CLS002634	Q2UFL0
Q2GUI4	CLS002635	Q6FS54
Q4IJH1	CLS002635	Q6FS54
Q6FS54	CLS002635	Q6FS54
Q755A5	CLS002635	Q6FS54
Q4IPB3	CLS002636	Q4IPB3
Q4IQW0	CLS002637	Q4IQW0
Q4J6E5	CLS002638	Q4J6E5
Q4J6M3	CLS002639	Q4J6M3
Q4J8Q0	CLS002640	Q4J8Q0
Q4J8X1	CLS002641	Q4J8X1
Q4J904	CLS002642	Q4J904
Q4J9D4	CLS002643	Q4J9D4
Q4JAQ5	CLS002644	Q4JAQ5
Q4JC68	CLS002645	Q4JC68
Q4JF29	CLS002646	Q4JF29
Q4JHE2	CLS002647	Q4JHE3
Q4JHE3	CLS002647	Q4JHE3
X2JCV5	CLS002647	Q4JHE3
Q4JTQ3	CLS002648	Q4JTQ3
Q4JV61	CLS002649	Q8NP50
Q8NP50	CLS002649	Q8NP50
Q4JV79	CLS002650	Q4JV79
Q8FPD5	CLS002650	Q4JV79
Q4JVI8	CLS002651	Q8NQ55
Q8NQ55	CLS002651	Q8NQ55
Q4JWV5	CLS002652	Q4JWV5
Q3IUI0	CLS002653	Q47TI0
Q47TI0	CLS002653	Q47TI0
Q4JXX6	CLS002653	Q47TI0
Q8G6W1	CLS002653	Q47TI0
Q9HHB9	CLS002653	Q47TI0
Q9HRY2	CLS002653	Q47TI0
Q4K4I6	CLS002654	Q4K4I6
Q4KH86	CLS002655	Q4KH86
Q87XP3	CLS002655	Q4KH86
Q9I4U2	CLS002655	Q4KH86
Q3KHE4	CLS002656	Q3KHE4
Q48F34	CLS002656	Q3KHE4
Q4KHK5	CLS002656	Q3KHE4
Q4ZWV3	CLS002656	Q3KHE4
Q8EK30	CLS002656	Q3KHE4
Q4KKX4	CLS002657	Q60974
Q60974	CLS002657	Q60974
Q4KL91	CLS002658	Q4KL91
Q4KLI9	CLS002659	Q4KLI9
Q9QXW2	CLS002659	Q4KLI9
Q4KLN4	CLS002660	Q8R322
Q8R322	CLS002660	Q8R322
Q4KLN7	CLS002661	Q4KLN7
Q5R787	CLS002661	Q4KLN7
Q9D8S3	CLS002661	Q4KLN7
Q4KLP8	CLS002662	Q4KLP8
Q4KLY0	CLS002663	Q4KLY0
Q5NVN6	CLS002663	Q4KLY0
Q4KLY2	CLS002664	Q4KLY2
Q4KM62	CLS002665	Q4KM62
Q4KMD7	CLS002666	Q4KMD7
Q4KML2	CLS002667	Q4KML2
Q4KSH9	CLS002668	Q4KSH9
Q9LH31	CLS002668	Q4KSH9
Q4L1J4	CLS002669	Q4L1J4
Q4L208	CLS002670	Q4L208
Q8R4D1	CLS002670	Q4L208
Q4L530	CLS002671	Q4L530
Q49XM5	CLS002672	Q5HPC6
Q4L6C4	CLS002672	Q5HPC6
Q5HG06	CLS002672	Q5HPC6
Q5HPC6	CLS002672	Q5HPC6
Q8CP83	CLS002672	Q5HPC6
Q931R8	CLS002672	Q5HPC6
Q4L6I5	CLS002673	Q4L6I5
Q2FWK7	CLS002674	Q63CV3
Q2YUF6	CLS002674	Q63CV3
Q4L7T6	CLS002674	Q63CV3
Q5HEE8	CLS002674	Q63CV3
Q5HMG3	CLS002674	Q63CV3
Q63CV3	CLS002674	Q63CV3
Q6G7Q4	CLS002674	Q63CV3
Q6GF19	CLS002674	Q63CV3
Q81F26	CLS002674	Q63CV3
Q8CNL6	CLS002674	Q63CV3
Q4L869	CLS002675	Q6GEN9
Q6G7C4	CLS002675	Q6GEN9
Q6GEN9	CLS002675	Q6GEN9
Q8CNF7	CLS002675	Q6GEN9
Q99S77	CLS002675	Q6GEN9
Q2FV64	CLS002676	Q4L970
Q4L970	CLS002676	Q4L970
Q6G6B7	CLS002676	Q4L970
Q6GDP1	CLS002676	Q4L970
Q8CN02	CLS002676	Q4L970
Q4L9R5	CLS002677	Q4L9R5
Q4LB35	CLS002678	Q4LB35
Q4LFA9	CLS002679	Q4LFA9
Q4P0P0	CLS002680	Q4P0P0
Q4P0Y5	CLS002681	Q4P0Y5
Q4P2E9	CLS002682	Q4P2E9
Q4P2W6	CLS002683	Q4P2W6
Q4P328	CLS002684	Q4P328
Q4P333	CLS002685	Q4P333
Q4P358	CLS002686	Q4P358
Q4P3H6	CLS002687	Q4P3H6
Q4P3U5	CLS002688	Q4P3U5
Q4P3U9	CLS002689	Q5ACU6
Q54VT4	CLS002689	Q5ACU6
Q5ACU6	CLS002689	Q5ACU6
Q8K9H6	CLS002689	Q5ACU6
Q4P456	CLS002690	Q4P456
Q4P4G2	CLS002691	Q4P4G2
Q4P4G8	CLS002692	Q4P4G8
Q4P4U7	CLS002693	Q4P4U7
Q4P5J4	CLS002694	Q4P5J4
Q4P5N0	CLS002695	Q4P5N0
Q4P5U1	CLS002696	Q4P5U1
Q4P5V5	CLS002697	Q4P5V5
Q4P5V8	CLS002698	Q4P5V8
Q4P6G4	CLS002699	Q4P6G4
Q4P782	CLS002700	Q4P782
Q4P7S1	CLS002701	Q4P7S1
Q4P8B7	CLS002702	Q4P8B7
Q4P8F6	CLS002703	Q8J294
Q8J294	CLS002703	Q8J294
Q4P996	CLS002704	Q4P996
Q4P9E5	CLS002705	Q4P9E5
Q4P9K4	CLS002706	Q4P9K4
Q4P9K9	CLS002707	Q4P9K9
Q4PA36	CLS002708	Q4PA36
Q4PAR1	CLS002709	Q4PAR1
Q4PB36	CLS002710	Q4PB36
Q4PBL3	CLS002711	Q4PBL3
Q4PBP6	CLS002712	Q4PBP6
Q4PC84	CLS002713	Q4PC84
Q4PCY0	CLS002714	Q4PCY0
Q4PD88	CLS002715	Q4PD88
Q4PE51	CLS002716	Q4PE51
Q4PEJ3	CLS002717	Q4PEJ3
Q4PEP6	CLS002718	Q4PEP6
Q4PEZ2	CLS002719	Q4PEZ2
Q7S2I2	CLS002719	Q4PEZ2
Q4PF85	CLS002720	Q4PF85
Q4PFA7	CLS002721	Q4PFA7
Q4PFE7	CLS002722	Q4PFE7
Q4PGG5	CLS002723	Q4PGG5
Q4HVU7	CLS002724	Q4HVU7
Q4PH16	CLS002724	Q4HVU7
Q6BXD7	CLS002724	Q4HVU7
Q751N2	CLS002724	Q4HVU7
Q4PHN4	CLS002725	Q4PHN4
Q4PHW2	CLS002726	Q4PHW2
Q4PHZ2	CLS002727	Q4PHZ2
Q4PI89	CLS002728	Q4PI89
Q4PIC4	CLS002729	Q4PIC4
Q4PKH3	CLS002730	Q4PKH3
Q4PSF4	CLS002731	Q4PSF4
Q9SZE2	CLS002731	Q4PSF4
Q4QFY1	CLS002732	Q4QFY1
Q4QH39	CLS002733	Q4QH39
Q4QJQ6	CLS002734	Q4QJQ6
Q65U33	CLS002734	Q4QJQ6
Q4QLR5	CLS002735	Q4QLR5
Q1C3J8	CLS002736	Q8EKS6
Q1CD86	CLS002736	Q8EKS6
Q1R1N7	CLS002736	Q8EKS6
Q1R537	CLS002736	Q8EKS6
Q2NX38	CLS002736	Q8EKS6
Q31V62	CLS002736	Q8EKS6
Q48AS2	CLS002736	Q8EKS6
Q4QLY5	CLS002736	Q8EKS6
Q65R47	CLS002736	Q8EKS6
Q663V8	CLS002736	Q8EKS6
Q7MB99	CLS002736	Q8EKS6
Q7VKG6	CLS002736	Q8EKS6
Q83J38	CLS002736	Q8EKS6
Q8EKS6	CLS002736	Q8EKS6
Q8Z2B3	CLS002736	Q8EKS6
Q8ZL96	CLS002736	Q8EKS6
Q4QM23	CLS002737	Q4QM23
Q1CMQ6	CLS002738	Q8FL92
Q4QMI0	CLS002738	Q8FL92
Q57TG4	CLS002738	Q8FL92
Q5PDF0	CLS002738	Q8FL92
Q8FL92	CLS002738	Q8FL92
Q8ZII0	CLS002738	Q8FL92
Q9CK01	CLS002738	Q8FL92
Q1CV82	CLS002739	Q9ZFR9
Q1H0F2	CLS002739	Q9ZFR9
Q1IBP0	CLS002739	Q9ZFR9
Q2G2K5	CLS002739	Q9ZFR9
Q2JWP0	CLS002739	Q9ZFR9
Q2SYF7	CLS002739	Q9ZFR9
Q2YQD8	CLS002739	Q9ZFR9
Q2YYQ6	CLS002739	Q9ZFR9
Q39IW3	CLS002739	Q9ZFR9
Q3JPJ6	CLS002739	Q9ZFR9
Q46IY3	CLS002739	Q9ZFR9
Q492E9	CLS002739	Q9ZFR9
Q4A0J5	CLS002739	Q9ZFR9
Q4QN09	CLS002739	Q9ZFR9
Q5FB23	CLS002739	Q9ZFR9
Q62HS0	CLS002739	Q9ZFR9
Q6FD83	CLS002739	Q9ZFR9
Q7V1B6	CLS002739	Q9ZFR9
Q7VRS6	CLS002739	Q9ZFR9
Q7VUD3	CLS002739	Q9ZFR9
Q7W417	CLS002739	Q9ZFR9
Q88J04	CLS002739	Q9ZFR9
Q8CNC9	CLS002739	Q9ZFR9
Q8FQX2	CLS002739	Q9ZFR9
Q8YHZ8	CLS002739	Q9ZFR9
Q93PJ4	CLS002739	Q9ZFR9
Q9HUU5	CLS002739	Q9ZFR9
Q9RYJ4	CLS002739	Q9ZFR9
Q9ZFR9	CLS002739	Q9ZFR9
Q4QNS5	CLS002740	Q4QNS5
Q4QNS6	CLS002741	Q4QNS6
Q4QP40	CLS002742	Q4QP40
Q4QQS8	CLS002743	Q8R480
Q8R480	CLS002743	Q8R480
Q9BW27	CLS002743	Q8R480
Q4QR58	CLS002744	Q8R1B4
Q6PFQ2	CLS002744	Q8R1B4
Q8R1B4	CLS002744	Q8R1B4
Q99613	CLS002744	Q8R1B4
Q4QSN4	CLS002745	Q4QSN4
Q4QY64	CLS002746	Q4QY64
Q4R327	CLS002747	Q9D417
Q9D417	CLS002747	Q9D417
Q4R381	CLS002748	Q4R381
Q98SM3	CLS002748	Q4R381
Q4R3D6	CLS002749	Q9UJ78
Q9UJ78	CLS002749	Q9UJ78
Q4R4D5	CLS002750	Q4R4D5
Q17QV2	CLS002751	Q17QV2
Q4R4E4	CLS002751	Q17QV2
Q5ZIH2	CLS002751	Q17QV2
Q6PDG8	CLS002751	Q17QV2
Q7L1V2	CLS002751	Q17QV2
Q86VX9	CLS002751	Q17QV2
Q4R4N7	CLS002752	Q4R4N7
Q4R4U9	CLS002753	Q5R9K9
Q5R9K9	CLS002753	Q5R9K9
Q6DRC0	CLS002753	Q5R9K9
Q4R4V2	CLS002754	Q4R4V2
Q499N5	CLS002755	Q499N5
Q4R4Z9	CLS002755	Q499N5
Q5R9G9	CLS002755	Q499N5
Q96CM8	CLS002755	Q499N5
Q29092	CLS002756	Q4R520
Q4R520	CLS002756	Q4R520
Q66HD0	CLS002756	Q4R520
Q4R5D9	CLS002757	Q4R5D9
Q4R5U8	CLS002758	Q4R5U8
Q96BT3	CLS002758	Q4R5U8
Q2KJA6	CLS002759	Q2KJA6
Q4R5Z4	CLS002759	Q2KJA6
Q8K114	CLS002759	Q2KJA6
Q9NV88	CLS002759	Q2KJA6
Q1JQD6	CLS002760	Q1JQD6
Q4R657	CLS002760	Q1JQD6
Q4R6F8	CLS002761	Q4R6F8
Q54ES9	CLS002761	Q4R6F8
Q5XIM9	CLS002761	Q4R6F8
P0CF97	CLS002762	Q4R6P1
Q4R6P1	CLS002762	Q4R6P1
Q8TCP9	CLS002762	Q4R6P1
Q4R6V2	CLS002763	Q4R6V2
Q4R6Y8	CLS002764	Q4R6Y8
Q8NEC7	CLS002764	Q4R6Y8
Q4R707	CLS002765	Q4R707
Q52KF3	CLS002765	Q4R707
Q4R708	CLS002766	Q5ZHV2
Q5VZE5	CLS002766	Q5ZHV2
Q5ZHV2	CLS002766	Q5ZHV2
Q4R755	CLS002767	Q4R755
Q64521	CLS002767	Q4R755
Q4R7B1	CLS002768	Q5ZLS8
Q5ZLS8	CLS002768	Q5ZLS8
Q4R7Q1	CLS002769	Q4R7Q1
Q4R7S2	CLS002770	Q4R7S2
Q8C0X2	CLS002770	Q4R7S2
Q4R7U0	CLS002771	Q7Z402
Q7Z402	CLS002771	Q7Z402
Q8C428	CLS002771	Q7Z402
Q4R7W3	CLS002772	Q4R7W3
Q4R7Z9	CLS002773	Q57ZL2
Q57ZL2	CLS002773	Q57ZL2
Q5PR66	CLS002773	Q57ZL2
Q4R8D2	CLS002774	Q6MG06
Q5RA07	CLS002774	Q6MG06
Q5TM59	CLS002774	Q6MG06
Q6MG06	CLS002774	Q6MG06
Q4R8N2	CLS002775	Q5RHQ8
Q5RHQ8	CLS002775	Q5RHQ8
Q5TKA1	CLS002775	Q5RHQ8
Q8C735	CLS002775	Q5RHQ8
Q3ZBZ8	CLS002776	Q3ZBZ8
Q4R8N7	CLS002776	Q3ZBZ8
Q9LNB6	CLS002776	Q3ZBZ8
Q9STH1	CLS002776	Q3ZBZ8
Q1JPD2	CLS002777	Q1JPD2
Q4R8P0	CLS002777	Q1JPD2
Q5R6S0	CLS002777	Q1JPD2
Q4R8W3	CLS002778	Q4R8W3
Q4R8X0	CLS002779	Q99J45
Q99J45	CLS002779	Q99J45
Q9UHY1	CLS002779	Q99J45
Q9Y0Y6	CLS002779	Q99J45
Q4R918	CLS002780	Q4R918
Q4R9F7	CLS002781	Q4R9F7
Q96IC2	CLS002781	Q4R9F7
Q4U3F6	CLS002782	Q4U3F6
Q4U3U3	CLS002783	Q4U3U3
Q4U3U4	CLS002784	Q4U3U4
Q4U923	CLS002785	Q4U923
Q4U9I8	CLS002786	Q4U9I8
Q31CB8	CLS002787	Q31R08
Q31R08	CLS002787	Q31R08
Q3ALG5	CLS002787	Q31R08
Q46GZ6	CLS002787	Q31R08
Q4UIN6	CLS002787	Q31R08
Q7V8S4	CLS002787	Q31R08
Q4UJU2	CLS002788	Q92G11
Q92G11	CLS002788	Q92G11
Q9ZCB1	CLS002788	Q92G11
Q4UK22	CLS002789	Q4UK22
Q68VV2	CLS002789	Q4UK22
Q9ZCF6	CLS002789	Q4UK22
Q4UKJ1	CLS002790	Q4UKJ1
Q4UKT5	CLS002791	Q4UKT5
Q1RIP8	CLS002792	Q4ULN5
Q4ULN5	CLS002792	Q4ULN5
Q68WT1	CLS002792	Q4ULN5
Q92HZ6	CLS002792	Q4ULN5
Q4UM86	CLS002793	Q4UM86
Q68X73	CLS002793	Q4UM86
Q92IL9	CLS002793	Q4UM86
Q9ZDM9	CLS002793	Q4UM86
Q4UMI9	CLS002794	Q4UMI9
Q1QZZ4	CLS002795	Q8P455
Q2P8B1	CLS002795	Q8P455
Q3BNA3	CLS002795	Q8P455
Q4UPN9	CLS002795	Q8P455
Q74C63	CLS002795	Q8P455
Q8P455	CLS002795	Q8P455
Q8PFR2	CLS002795	Q8P455
Q4V328	CLS002796	Q8VD04
Q8VD04	CLS002796	Q8VD04
Q9JHZ4	CLS002796	Q8VD04
Q4V398	CLS002797	Q4V398
Q4V3C1	CLS002798	Q4V3C1
Q4V516	CLS002799	Q4V516
Q4V7A4	CLS002800	Q4V7A4
Q4V7H1	CLS002801	Q4V7H1
Q4V8B3	CLS002802	Q4V8B3
Q6PI53	CLS002802	Q4V8B3
Q4V8C2	CLS002803	Q5RFM4
Q5RFM4	CLS002803	Q5RFM4
Q4V8C3	CLS002804	Q4V8C3
Q2T9W3	CLS002805	Q8CDV6
Q4V8F7	CLS002805	Q8CDV6
Q8CDV6	CLS002805	Q8CDV6
Q8NA47	CLS002805	Q8CDV6
Q4V8Q1	CLS002806	Q4V8Q1
Q4V8R6	CLS002807	Q66K89
Q66K89	CLS002807	Q66K89
Q4V8Y7	CLS002808	Q4V8Y7
Q3UVL4	CLS002809	Q3UVL4
Q4V9Y0	CLS002809	Q3UVL4
Q4VA45	CLS002810	Q4VA45
Q4VA55	CLS002811	Q4VA55
Q5H9M0	CLS002811	Q4VA55
Q4VA61	CLS002812	Q4VA61
Q4VBD9	CLS002813	Q4VBD9
Q4VC44	CLS002814	Q4VC44
Q4VCM1	CLS002815	Q4VCM1
Q4VGL6	CLS002816	Q5TC82
Q5TC82	CLS002816	Q5TC82
Q4VKV0	CLS002817	Q4VKV0
Q4VKV1	CLS002818	Q4VKV1
Q4VSI4	CLS002819	Q6A4J8
Q6A4J8	CLS002819	Q6A4J8
Q93009	CLS002819	Q6A4J8
Q4VX76	CLS002820	Q4VX76
Q4VYC8	CLS002821	Q4VYC8
Q4W5G0	CLS002822	Q4W5G0
Q4W8Z9	CLS002823	Q4W8Z9
Q4W944	CLS002824	Q4W944
Q4W9B7	CLS002825	Q4W9B7
Q4W9C7	CLS002826	Q4W9C7
Q4W9G3	CLS002827	Q4W9G3
Q4W9S8	CLS002828	Q7SBD4
Q7SBD4	CLS002828	Q7SBD4
Q4WA22	CLS002829	Q4WA22
Q4WA69	CLS002830	Q4WA69
Q4WAW3	CLS002831	Q4WAW3
Q4WAW8	CLS002832	Q4WAW8
Q4WAY8	CLS002833	Q4WAY8
Q4WAZ4	CLS002834	Q4WAZ4
Q4WBM1	CLS002835	Q4WBM1
Q4WC50	CLS002836	Q4WC50
A1DBG6	CLS002837	A1DBG6
B0Y9Q9	CLS002837	A1DBG6
Q4WC60	CLS002837	A1DBG6
Q4WCH5	CLS002838	Q4WCH5
Q4WCL1	CLS002839	Q4WCL1
Q4WCV3	CLS002840	Q4WCV3
Q2U6Q1	CLS002841	Q2U6Q1
Q4WCV5	CLS002841	Q2U6Q1
Q5ASK9	CLS002841	Q2U6Q1
Q4WD42	CLS002842	Q4WD42
Q4WD47	CLS002843	Q4WD47
Q2U9B0	CLS002844	Q4WDD7
Q4WDD7	CLS002844	Q4WDD7
Q2U9J2	CLS002845	Q4WDM5
Q4WDM5	CLS002845	Q4WDM5
Q4WE62	CLS002846	Q4WE62
Q4WED5	CLS002847	Q4WED5
Q4WF31	CLS002848	Q4WF31
Q4WFQ4	CLS002849	Q4WFQ4
Q4WG05	CLS002850	Q4WG05
Q4WGE2	CLS002851	Q4WGE2
Q4WGS5	CLS002852	Q4WGS5
Q2UUD6	CLS002853	Q2UUD6
Q4WGT3	CLS002853	Q2UUD6
Q4WJJ3	CLS002853	Q2UUD6
Q5B5S8	CLS002853	Q2UUD6
Q5B9F2	CLS002853	Q2UUD6
Q4WGU1	CLS002854	Q4WGU1
Q4WHB7	CLS002855	Q4WHB7
Q5AW75	CLS002855	Q4WHB7
Q2ULT1	CLS002856	Q2ULT1
Q4WHN5	CLS002856	Q2ULT1
Q2ULU6	CLS002857	Q5BBL5
Q4WHP6	CLS002857	Q5BBL5
Q5BBL5	CLS002857	Q5BBL5
Q4WI38	CLS002858	Q4WI38
Q2U0C3	CLS002859	Q4WID6
Q4WID6	CLS002859	Q4WID6
Q5B4C9	CLS002859	Q4WID6
Q8NJS1	CLS002859	Q4WID6
Q4WJI7	CLS002860	Q4WJI7
Q4WK35	CLS002861	Q4WK35
Q4WKA1	CLS002862	Q4WKA1
Q2URJ5	CLS002863	Q4WKB5
Q4WKB5	CLS002863	Q4WKB5
Q4WKW9	CLS002864	Q4WKW9
Q4WLD4	CLS002865	Q4WLD4
Q4WLK5	CLS002866	Q4WLK5
Q4WLM9	CLS002867	Q4WLM9
Q4WLW9	CLS002868	Q4WLW9
Q4WLY1	CLS002869	Q4WLY1
Q4WMI1	CLS002870	Q4WMI1
Q4WMJ7	CLS002871	Q4WMJ7
Q4WMU9	CLS002872	Q4WMU9
Q2UM43	CLS002873	Q4WN24
Q4WN24	CLS002873	Q4WN24
Q5B5L3	CLS002873	Q4WN24
Q4WNH8	CLS002874	Q4WNH8
Q2UG94	CLS002875	Q2UG94
Q4WNQ6	CLS002875	Q2UG94
Q5B503	CLS002875	Q2UG94
Q4WPE6	CLS002876	Q4WPE6
Q4WPF2	CLS002877	Q4WPF2
Q52EB3	CLS002877	Q4WPF2
Q4WPF5	CLS002878	Q4WPF5
Q4WPP6	CLS002879	Q4WPP6
Q4WPQ8	CLS002880	Q4WPQ8
K9FWK0	CLS002881	Q152V3
P22022	CLS002881	Q152V3
Q01870	CLS002881	Q152V3
Q152V3	CLS002881	Q152V3
Q2UUM2	CLS002881	Q152V3
Q4WQL4	CLS002881	Q152V3
W6QM20	CLS002881	Q152V3
Q4WQU0	CLS002882	Q4WQU0
Q4WQY8	CLS002883	Q4WQY8
Q4WR16	CLS002884	Q4WR16
Q4WR24	CLS002885	Q4WR24
Q4WR75	CLS002886	Q4WR75
Q4WRC2	CLS002887	Q4WRC2
Q5BEP0	CLS002887	Q4WRC2
Q4WRD3	CLS002888	Q4WRD3
Q5BEQ0	CLS002888	Q4WRD3
Q4WRP2	CLS002889	Q4WRP2
Q4WRQ4	CLS002890	Q4WRQ4
Q2UL89	CLS002891	Q4WRX4
Q4WRX4	CLS002891	Q4WRX4
Q4WT65	CLS002892	Q4WT65
Q2HAD8	CLS002893	Q569Z5
Q4WT99	CLS002893	Q569Z5
Q569Z5	CLS002893	Q569Z5
Q5BDW4	CLS002893	Q569Z5
Q7SH33	CLS002893	Q569Z5
Q9SF41	CLS002893	Q569Z5
Q4WTH1	CLS002894	Q4WTH1
Q1DU03	CLS002895	Q4IB50
Q2H988	CLS002895	Q4IB50
Q2UTN6	CLS002895	Q4IB50
Q4IB50	CLS002895	Q4IB50
Q4WTT2	CLS002895	Q4IB50
Q7RZU4	CLS002895	Q4IB50
Q4WUS1	CLS002896	Q4WUS1
Q1E9T9	CLS002897	Q1E9T9
Q2GZU7	CLS002897	Q1E9T9
Q4WV71	CLS002897	Q1E9T9
Q5BGX6	CLS002897	Q1E9T9
Q4WV91	CLS002898	Q4WV91
Q1DKL9	CLS002899	Q1DKL9
Q4WVA5	CLS002899	Q1DKL9
Q4WVE3	CLS002900	Q4WVE3
Q4WVH3	CLS002901	Q4WVH3
Q5BH88	CLS002901	Q4WVH3
Q9P6V8	CLS002901	Q4WVH3
Q4WVI6	CLS002902	Q4WVI6
Q4WVM1	CLS002903	Q4WVM1
Q4WW45	CLS002904	Q4WW45
Q96WX9	CLS002904	Q4WW45
Q99024	CLS002904	Q4WW45
Q4WWE9	CLS002905	Q4WWE9
Q2U513	CLS002906	Q4WWL0
Q4WWL0	CLS002906	Q4WWL0
Q4WXQ7	CLS002907	Q4WXQ7
Q1E101	CLS002908	Q1E101
Q4WXV2	CLS002908	Q1E101
Q2UKV4	CLS002909	Q4WXX9
Q4WXX9	CLS002909	Q4WXX9
Q4WY31	CLS002910	Q4WY31
Q4WY82	CLS002911	Q4WY82
Q4WYE5	CLS002912	Q4WYE5
Q5B8L2	CLS002912	Q4WYE5
Q2UBW0	CLS002913	Q4WYF1
Q4WYF1	CLS002913	Q4WYF1
Q5B8K7	CLS002913	Q4WYF1
Q4WYG7	CLS002914	Q4WYG7
Q4WYP0	CLS002915	Q4WYP0
Q4WZ44	CLS002916	Q4WZ44
Q4WZ65	CLS002917	Q4WZ65
B0XVA3	CLS002918	B0XVA3
Q4WZJ2	CLS002918	B0XVA3
Q4WZS1	CLS002919	Q4WZS1
Q5BBC6	CLS002919	Q4WZS1
A1DHY9	CLS002920	B0XTU6
B0XTU6	CLS002920	B0XTU6
Q4X084	CLS002920	B0XTU6
Q2UFN8	CLS002921	Q4X0A9
Q4X0A9	CLS002921	Q4X0A9
Q1DX43	CLS002922	Q4X0M4
Q4X0M4	CLS002922	Q4X0M4
Q5AZM3	CLS002922	Q4X0M4
Q4X0Z5	CLS002923	Q4X0Z5
Q7SAN9	CLS002923	Q4X0Z5
Q1DNE1	CLS002924	Q4X122
Q4X122	CLS002924	Q4X122
Q4X1V0	CLS002925	Q4X1V0
Q2TZG4	CLS002926	Q4X1Y0
Q4X1Y0	CLS002926	Q4X1Y0
Q2TZ99	CLS002927	Q4X265
Q4X265	CLS002927	Q4X265
Q4XZY3	CLS002928	Q8ILT5
Q8ILT5	CLS002928	Q8ILT5
Q4YCF6	CLS002929	Q4YCF6
Q4Z8K6	CLS002930	Q4Z8K6
Q4ZG55	CLS002931	Q4ZG55
Q4ZHG4	CLS002932	Q4ZHG4
Q4ZHR9	CLS002933	Q4ZHR9
Q4ZHS0	CLS002934	Q4ZHS0
Q4ZIN3	CLS002935	Q4ZIN3
Q4ZLZ9	CLS002936	Q4ZLZ9
Q1R9G0	CLS002937	Q7N3Q7
Q3YZV1	CLS002937	Q7N3Q7
Q4KC82	CLS002937	Q7N3Q7
Q4ZSZ2	CLS002937	Q7N3Q7
Q5PNA6	CLS002937	Q7N3Q7
